"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","10395_5#10","11791_1#57","11826_1#9","14410_6#70","14410_7#30","14410_7#77","14520_4#1","14520_4#87","14520_4#90","14520_5#21","14520_7#43","15531_4#92","15531_6#2","15531_6#95","15873_2#1","15873_2#50","15873_2#54","15873_3#33","16399_5#1","16399_5#64","16399_5#74","16399_5#78","16399_6#19","16399_6#5","16399_6#54","16399_6#57","16399_6#66","16399_7#42","17428_8#151"
"group_669","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_693","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_903","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_986","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_3431","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_1447","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_790","","hypothetical protein",2,"","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_516","","FIG01118889: hypothetical protein",2,"","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_1027","","hypothetical protein",2,"","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_3433","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_3432","","phage replication protein",2,"","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_959","","acetyltransferase",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_815","","Phage protein",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pncG","","immunity protein",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2196","","HIT family protein",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2215","","hypothetical protein",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2763","","double glycine cleavage site bacteriolysin superfamily",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"spoT","","metal dependent phosphohydrolase HD region",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2535","","phage protein",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_326","","phage antirepressor protein",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_123","ssb","phage protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_1109","","gp37",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_1485","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hin","","site-specific recombinase/resolvase",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1587","","prophage Lp2 protein 33",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_2190","","phage protein",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4053","","phage protein",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1246","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pncM","","immunity protein PncM",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bet","","phage recombination protein Bet",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_2342","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1932","","hypothetical protein",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2218","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_2756","","hypothetical protein",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_761","","gp27",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_929","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1287","immR","cI repressor",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1949","","Phage capsid family",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_2077","","bacteriophage pi2 protein 37",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_3476","","hypothetical protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_1697","","phage-related minor tail protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_2076","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_3109","","prophage LambdaSa2 terminase large subunit",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_3251","","hypothetical protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_3475","","phage head-tail adaptor",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_3477","","phage portal protein HK97 family",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_3108","","phi13 family phage major tail protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_2570","","prophage LambdaSa2 protease",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_3478","","prophage LambdaSa2 site-specific recombinase phage integrase family protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_2224","","phage protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_5307","","bacteriophage transcriptional activator",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_3063","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2701","lacE_2","PTS system lactose-specific IIBC component",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"licT_2","","antiterminator protein",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lacG1","","6-phospho-beta-galactosidase",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"polC_3","","Exonuclease",1,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"group_5306","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_2569","","phage protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_2755","","hypothetical protein",1,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2096","","phage terminase large subunit",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_4141","","role in replication",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3485","blpO_2","bacteriocin BlpO",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5326","","bacteriocin-type signal sequence domain protein",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5327","","hypothetical protein",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"blpL","","immunity protein BlpL",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3556","","putative metal-dependent membrane protease",1,"","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
