"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11791_1#59","12290_2#32","12290_2#48","12290_2#68","12290_3#38","12378_2#68","14520_4#16","14520_4#3","14520_4#67","14520_4#73","14520_4#78","14520_4#86","14520_5#15","14520_5#34","14520_5#38","14520_5#4","14520_5#48","14520_5#86","14520_5#9","14520_7#19","14520_7#24","14520_7#31","14520_7#39","14520_7#49","14520_7#63","14520_7#69","14723_2#48","14936_5#46","14936_5#57","14936_5#60","15378_2#44","15378_2#92","15378_3#33","15378_3#44","15378_3#56","15378_3#76","15378_3#89","15531_2#22","15531_2#41","15531_3#93","15531_4#79","15873_2#14","15873_2#19","15873_2#21","15873_2#22","15873_2#26","15873_2#30","15873_2#31","15873_2#33","15873_2#44","15873_2#46","15873_3#27","15873_3#28","15873_3#42","15873_3#46","15873_5#22","16399_5#52","16399_6#38","16399_7#46","16399_7#48","16453_2#34","17428_8#117","17428_8#119","17428_8#124","17428_8#130","17428_8#138","17428_8#152","17428_8#159","17428_8#161","17428_8#170","17428_8#173","17428_8#190","17794_7#102","17794_7#131","17794_7#138","17794_7#18","17794_7#39","17794_7#42","17794_7#91","17794_7#94","17794_8#81","17794_8#84","17870_7#103","17870_7#112","17870_7#134","17870_7#138","17870_7#176","18456_1#28","19183_3#101","19183_3#16","19183_3#5","19183_3#9","19341_2#124","9789_2#19","9789_2#35","9789_3#52","9789_4#29","9789_4#45","9789_4#68"
"group_2551","","hypothetical protein",68,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_3464","","hypothetical protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1751","","phage capsid protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_2070","","Phage protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_872","","hypothetical protein",68,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_516","","FIG01118889: hypothetical protein",68,"","","","","","","","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","","1","1","","","1","1","","1","1","1","1","1","","","","","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1579","","phage protein",67,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","","","","","1"
"group_1294","","phage structural protein",67,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","","","","","1"
"ssb1","","phage single-strand DNA binding protein",66,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","","1","","","","1"
"group_2361","","hypothetical protein",66,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","","","","","","1","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","","1","","","","1"
"group_2342","","hypothetical protein",65,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","","1","1","1","1","","1","1","","","1","1","","","1","","1","1","","1","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","","","","","",""
"group_1948","","phage protein",65,"","","","","","","","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"Int.Tn_2","","DNA-binding protein",64,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","","1","1","1","","","","1","1","1","1","1","","1","","","","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","","1","","","","","","","1","1","","","1","","","","","1","","1"
"group_3498","","hypothetical protein",64,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","1","","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","","","1","","","","","","","","1","1","","1","1","1","1","","1","","","","","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_596","","Putative phage lipoprotein",63,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","","1","1","1","","","","1","1","1","1","1","","1","","","","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","","1","","","","","","","1","1","","","1","","","","","1","",""
"group_434","","gp15",63,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","","1","1","1","","","","1","1","1","1","1","","1","","","","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","","1","","","","","","","1","1","","","1","","","","","1","",""
"group_2638","","hypothetical protein",63,"","","","","","","","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","1","1","","1","","1","","1","1","1","","1","","1","1","1","1","1","1","","1","1","","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","","","1","1","","","1","1","1","","1","1","1","1","1","1","","","1","","1","","","1","1","","1","","1","","","","1","","","1","","1","1","","","1","1","","1","",""
"group_2550","","minor capsid protein 2",63,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","","","1","","","1","1","","1","1","1","1","","1","1","","1","","","1","1","1","1","","1","1","","1","1","","1","","","1","","1","","","1","1","","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_935","","Phage protein",62,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","","1","1","1","","","","1","1","1","1","1","","1","","","","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","","1","","1","1","","1","","1","1","","1","","","","","","","1","1","","","1","","","","","1","",""
"group_5255","","repressor",61,"","","","","","","","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","","","","","",""
"group_5256","","repressor protein",61,"","","","","","","","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","","","","","",""
"fucA","","L-fuculose phosphate aldolase",60,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","","","","","","","1","1","","1","1","","","","","",""
"ycjO_2","","sugar ABC transporter permease",60,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","","","","","","","1","1","","1","1","","","","","",""
"ycjP_4","","sugar ABC transporter permease",60,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","","","","","","","1","1","","1","1","","","","","",""
"group_938","","F5/8 type C domain containing protein",60,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","","","","","","","1","1","","1","1","","","","","",""
"group_1290","","alpha-L-fucosidase",60,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","","","","","","","1","1","","1","1","","","","","",""
"rafA","","alpha-galactosidase AgaN",60,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","","","","","","","1","1","","1","1","","","","","",""
"malX_1","","bacterial extracellular solute-binding protein",60,"","","","","","","","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","","","","","","","1","1","","1","1","","","","","",""
"group_558","","gp18",60,"","","","","","","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","","1","1","1","","","","","","1","1","1","","1","","","","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","","1","","","","","","","1","1","","","1","","","","","1","",""
"group_124","","phage protein",59,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","1","1","1","1","","1","1","1","1","","1","","","1","1","","","","1","","","","","","1","1","1","1","1","","1","","","","1","1","","","1","","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","1","1","1","1","1","","1","1","","1","","1","1","","1","","","","","","","1","1","","","1","","1","1","","1","","1"
"group_1580","","hypothetical protein",56,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","","","1","","1","1","","","1","1","1","1","","1","1","","","1","1","","1","1","1","1","1","","","","","","","1","","","1","","1","","1","1","1","","","1","1","1","","1","","","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","1","1","","","","1"
"group_1757","","phage protein",55,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","1","","1","","1","1","1","","","","1","1","1","1","1","","1","","","","1","1","","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","","","","1","","1","1","","1","","1","","1","","","","","1","","1","1","","1","","","","","","","1","1","","","1","","","","","1","",""
"group_1676","","hypothetical protein",55,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","","1","","1","1","1","","","","1","1","1","1","1","","1","","","","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","","","","1","1","1","","","","","","","1","1","","","","","","","","","1","1","","","","","","","","1","",""
"group_5254","","hypothetical protein",55,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","","","","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","","","","1","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","","1","","1","1","","","","","","",""
"dps","","DPS family peroxide resistance protein",51,"","","","","","","","1","1","1","1","","1","","","","1","","","1","","1","1","","","1","1","1","","","","1","","","1","1","1","","","","1","","","","","","","","","","","1","","1","","1","1","1","","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","1","1","1","1","1","","","","","",""
"rluA1","","23S_rRNA pseudouridine synthase",51,"","","","","","","","1","1","1","","1","1","1","1","1","1","","","1","","1","","","","","1","","","","","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","","","","1","","","","","","","","1","","","1","1","1","1","","1","","","","","","","","","1","","","1","","","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1"
