"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","16399_5#8","15873_3#71","15873_3#63","15873_3#60","15873_3#57","15873_3#26","15873_2#47","15873_2#2","15873_2#16","15531_5#86","15531_4#51","15378_2#58","14520_5#90","14520_5#22","14410_4#78","14723_2#1","10395_5#60","17794_8#95","17794_8#55","17794_8#46","17794_7#121","17794_7#11","17428_8#189","17428_8#172","16453_2#61","16453_2#57","16453_2#50","16453_2#44","16453_2#26","16453_2#25","16399_7#72","16399_7#65","16399_7#64","16399_7#56","16399_7#5","16399_7#49","16399_7#26","16399_6#77","16399_6#47","16399_6#46","16399_6#34","16399_6#25","16399_6#18","16399_5#35","15873_5#33","15873_5#30","15873_2#39","15531_7#9","15531_7#14","15531_5#58","15531_5#54","14893_8#5","14520_7#12","14520_5#95","14520_5#78","14520_5#75","14520_5#58","14520_5#56","14520_5#30","14520_5#3","14520_5#19","14520_5#13","14520_4#92","14520_4#85","14520_4#79","14520_4#36","14410_5#8","14410_4#40","9789_2#7","22841_1#148","22027_1#118","15531_6#73","14520_7#90","14520_7#38","14520_4#7","16453_2#40","16453_2#17","16399_7#62","14520_4#14"
"group_8478","yfnA","amino acid permease family protein",3,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6257","aliB2","lipoprotein putative",3,"","","","","","","",1,1,1,"","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_5320","","transporter major facilitator family protein",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","",""
"group_2025","","protein LacX plasmid",3,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_5806","yheI_2","ABC transporter ATP-binding protein/permease",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"rafE","","sugar ABC transporter binding protein",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","",""
"group_2725","","phage holin LL-H family",3,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13115","","phage protein",3,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9342","xerD","integrase",3,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_1123","","repetitive protein",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_12149","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11068","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5159","gatC_1","PTS system galactitol-specific family transporter subunit IIC",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1",""
"group_6413","rpsD","30S ribosomal protein S4",3,"","","","","","","",1,1,1,"","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_12414","","hypothetical protein",3,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3393","","transcriptional activator",3,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7995","","hypothetical protein",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","",""
"group_2646","lepA","PTS system galactose-specific transporter subunit IIB",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","",""
"group_15956","","hypothetical protein",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","",""
"group_14670","","hypothetical protein",3,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7528","","hypothetical protein",3,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_7522","","phage protein",3,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_12343","manZ_3","PTS system transporter subunit IID",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_13972","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_10707","","putative helicase",3,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_16609","","phage protein",3,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2982","","radical SAM superfamily protein (pseudogene)",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","1"
"group_1160","","degenerate transposase",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","",""
"group_3163","rlmN","radical SAM enzyme Cfr family",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2654","lepA","PTS system galactose-specific transporter subunit IIB",3,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_6620","yhdJ","DNA modification methyltransferase M.XbaI",3,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
