"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","12290_3#66","12291_3#85","12837_2#16","12837_5#4","13154_2#71","13415_4#34","13415_5#75","14410_7#81","14520_5#87","14566_4#68","14566_5#10","14673_2#32","14913_4#26","14913_4#28","14913_5#22","14913_5#61","14913_7#25","14936_4#38","14936_4#54","15277_3#71","15378_3#11","15378_4#20","15531_3#12","15531_5#4","15531_6#4","15531_6#56","15608_2#83","15841_1#75","15841_2#70","15841_3#67","15841_4#47","15995_2#83","16399_6#49","16399_7#9","17059_7#83","17059_8#27","17138_4#15","17138_4#59","17138_4#91","17150_5#92","17175_4#32","17175_4#87","17175_6#25","17175_6#54","17175_7#84","17175_7#85","17175_8#59","17175_8#73","17428_8#115","17870_7#106","17870_7#45","17870_7#92","17870_8#110","17870_8#129","18090_5#40","18456_1#26","19084_7#104","19084_8#10","20925_3#5","21127_2#23","21242_2#151","21999_7#105","21999_8#103","21999_8#125","21999_8#23","21999_8#31","21999_8#4","21999_8#88","9789_2#72","9789_2#80","9789_5#5"
"group_1665","","major tail shaft protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1495","","phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1579","","phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1294","","phage structural protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1251","","minor capsid protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_2069","","phage scaffolding protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_2216","","phage protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_2130","","minor capsid protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1421","","phage terminase large subunit",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1750","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1792","","Chromosome partitioning protein parB",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_2551","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_3464","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_336","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","",""
"group_1751","","phage capsid protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_2070","","Phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1580","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_4053","","phage protein",4,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_965","","ATPases with chaperone activity ATP-binding subunit",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_2055","","membrane associated protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","",""
"bet","","phage recombination protein Bet",4,"","","","","","","","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_490","","phage protein",4,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","",""
"group_2218","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2230","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","",""
"group_1841","","phage replication protein",4,"","","","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_1032","","Tn5253 hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"cbpG_1","","choline binding protein G",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","1",""
"group_223","dltC","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","","1","","",""
"group_1125","","hypothetical protein",4,"","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","",""
"group_654","","relaxase",4,"","","","","","","","1","1","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
